id	owner_id	quote	timestamp
35	1	{"name":"Neil Strauss (Style)","quote":"In life, people tend to wait for good things to come to them. And by waiting, they miss out. Usually, what you wish for doesn\\\\'t fall in your lap; it falls somewhere nearby, and you have to recognize it, stand up, and put in the time and work it takes to get to it. This isn\\\\'t because the universe is cruel. It\\\\'s because the universe is smart. It has its own cat-string theory and knows we don\\\\'t appreciate things that fall into our laps."}	1364279213
36	1	{"name":"Neil Strauss (Style)","quote":"Without commitment, you cannot have depth in anything, whether it\\\\'s a relationship, a business or a hobby."}	1364279231
37	1	{"name":"Neil Strauss (Style)","quote":"We make fun of those we\\\\'re most scared of becoming."}	1364279248
38	1	{"name":"Neil Strauss (Style)","quote":"A lot of people make the mistake of trying to defend principles in relationships. My goal is long-term happiness. And I make choices that aren\\\\'t going to undermine that goal."}	1364279254
39	1	{"name":"Neil Strauss (Style)","quote":"What most of us present to the world isn\\\\'t necessarily our true self: It\\u2019s a combination of years of bad habits and fear-based behavior.Our real self lies buried underneath all the insecurities and inhibitions. So rather than just being yourself, focus on discovering and permanently bringing to the surface your best self."}	1364279280
40	1	{"name":"Neil Strauss (Style)","quote":"Most guys who define themselves as \\\\\\"too nice\\\\\\" only behave nicely because they want everybody to like them and don\\u2019t want anyone to think badly of them. Don\\u2019t mistake being fearful and weak-minded for being nice."}	1364279292
41	1	{"name":"Neil Strauss (Style)","quote":"In order to excel at anything, there are always hurdles, obstacles, or challenges one must get past. It\\\\'s what bodybuilders call the pain period. Those who push themselves, and are willing to face pain, exhaustion, humiliation, rejection, or worse, are the ones who become champions. The rest are left on the sidelines."}	1364279308
42	1	{"name":"Neil Strauss (Style)","quote":"A man has two primary drives in early adulthood: one toward power, success, and accomplishment; the other toward love, companionship, and sex. Half of life then was out of order. To go before them was to stand up as a man and admit that I was only half a man."}	1364279325
43	1	{"name":"Stan Tayi (James Matador)","quote":"When you master these skills, you WILL feel like you have super powers. You will begin to see the world in a different set of lens. And you will no longer wish to go back to the life you used to have\\u2026"}	1364279353
44	1	{"name":"Stan Tayi (James Matador)","quote":"The No. 1 mistake average guys make with women is they communicate interest to women without showing value first."}	1364279391
45	1	{"name":"Stan Tayi (James Matador)","quote":"Things are not as they appear. Everything is transient no matter how great they seem. Over time, no matter how great the honeymoon was, a woman might see you as a threat if she thinks she is wasting her time with you. You have to always have value for your partner; it\\u2019s a way of being."}	1364279400
46	1	{"name":"Stan Tayi (James Matador)","quote":"Developing a meaningful relationship with a woman is a real process and it takes time. Listen to what is positively unique about that person. Prove that you\\u2019re an attractive guy and that you are filled with positive emotions. You need to really like her for who she is trying to be, for her attempt to be a successful woman, which is what is needed for a deep, meaningful relationship."}	1364279401
47	1	{"name":"Stan Tayi (James Matador)","quote":"Yes, we are all looking for that special someone, but now we are operating from a non-scarcity mentality. That makes us more pure than others\\u2026 we have the power to say no\\u2026"}	1364279401
48	1	{"name":"Stan Tayi (James Matador)","quote":"Life is about creating oneself and not waiting to find it."}	1364279402
49	1	{"name":"Erik von Markovik (Mystery)","quote":"Love is also pair-bonding: Quite simply, we have a mechanism in our brain that is evolutionary-calibrated to align with those who have high survival replication value for us. When a man is with a woman, all that he has to do is prove to her that he will stick around and that way she can have sex, and sex equates to babies and that is wired in our ancient circuitry. It doesn\\\\'t mean she wants him to stick around, but that the choice is hers. Love is magic."}	1364279467
50	1	{"name":"Galileo Galilei","quote":"All truths are easy to understand once they are discovered; the point is to discover them."}	1364279511
51	1	{"name":"Winston Churchill","quote":"The truth is incontrovertible; malice may attack it, ignorance may deride it, but in the end, there it is."}	1364279526
52	1	{"name":"Gautama Buddha","quote":"There are only two mistakes one can make along the road to truth: not going all the way, and not starting."}	1364279557
53	1	{"name":"Gautama Buddha","quote":"You yourself, as much as anybody in the entire universe, deserve your love and affection."}	1364279583
54	1	{"name":"George Orwell","quote":"In a time of universal deceit, telling the truth is a revolutionary act."}	1364279599
55	1	{"name":"John F. Kennedy","quote":"The great enemy of the truth is very often not the lie, deliberate, contrived and dishonest, but the myth, persistent, persuasive and unrealistic."}	1364279607
56	1	{"name":"George Elliot","quote":"Falsehood is easy, truth so difficult."}	1364279622
57	1	{"name":"Mohandas Gandhi","quote":"Truth is by nature self-evident. As soon as you remove the cobwebs of ignorance that surround it, it shines clear."}	1364279633
58	1	{"name":"Jesus Christ","quote":"You will know the truth, and the truth will make you free."}	1364279645
59	1	{"name":"Arthur Conan Doyle","quote":"When you have eliminated the impossible, whatever remains, however improbable, must be the truth."}	1364279658
60	1	{"name":"John Keats","quote":"Beauty is truth, truth beauty - that is all ye know on earth, and all ye need to know."}	1364279675
61	1	{"name":"Henry David Thoreau","quote":"It takes two to speak truth -- one to speak, and another to hear."}	1364279686
62	1	{"name":"Albert Einstein","quote":"Truth is what stands the test of experience. A man should look for what is and not for what he thinks should be."}	1364279729
63	1	{"name":"David DeAngelo","quote":"Attraction is not a choice."}	1364279761
64	1	{"name":"David DeAngelo","quote":"Little boys tease little girls when they\\u2019re 8, and women still love it when they\\u2019re 28 and 48."}	1364279770
65	1	{"name":"David DeAngelo","quote":"If you say to a woman \\\\\\"I really like you\\\\\\", it won\\\\'t be as effective as saying to them \\\\\\"You really like me\\\\\\" in a teasing way. Do you understand?"}	1364279776
66	1	{"name":"David DeAngelo","quote":"I don\\\\'t care if you\\\\'re four feet tall and have one eye. If you can make women laugh consistently and get those good feelings flowing through them, they\\\\'ll love you."}	1364279777
67	1	{"name":"David DeAngelo","quote":"The masculine man says \\\\'No\\\\' to a woman calmly. The asshole says \\\\'No\\\\' to a woman in an angry tone."}	1364279778
68	1	{"name":"David DeAngelo","quote":"One book that I read called \\u2018Comedy Writing Secrets\\u2019 by Helitzer made a great point. He said that most of being funny is the character and not the jokes."}	1364279778
69	1	{"name":"Nick Braddock","quote":"You are - in many ways - the sum of the five people you spend the most time with."}	1364279837
70	1	{"name":"Dale Carnegie","quote":"It\\\\'s much easier to become interested in others than it is to convince them to be interested in you."}	1364279852
71	1	{"name":"Ross Jeffries","quote":"Every decision people make is based in and dependent on their state of mind. If you don\\u2019t like their decision, change their state of mind."}	1364279853
72	1	{"name":"Ross Jeffries","quote":"If all you learn to do is really begin to live the attitude that there are no failures, only learnings, you will be ahead of 99 percent of the people in society."}	1364279853
73	1	{"name":"Anais Nin","quote":"We don\\\\'t see things as they are, we see them as we are."}	1364279890
74	1	{"name":"Anais Nin","quote":"Life shrinks or expands in proportion to one\\\\'s courage."}	1364279930
75	1	{"name":"Anais Nin","quote":"Each contact with a human being is so rare, so precious, one should preserve it."}	1364279931
76	1	{"name":"Anais Nin","quote":"The possession of knowledge does not kill the sense of wonder and mystery. There is always more mystery."}	1364279932
77	1	{"name":"Anais Nin","quote":"I, with a deeper instinct, choose a man who compels my strength, who makes enormous demands on me, who does not doubt my courage or my toughness, who does not believe me naive or innocent, who has the courage to treat me like a woman."}	1364279932
78	1	{"name":"Anais Nin","quote":"How wrong it is for a woman to expect the man to build the world she wants, rather than to create it herself."}	1364279933
79	1	{"name":"Anais Nin","quote":"Life is truly known only to those who suffer, lose, endure adversity and stumble from defeat to defeat."}	1364279933
80	1	{"name":"Nick Savoy","quote":"Telling someone to \\\\\\"be natural\\\\\\" is like telling someone to \\\\\\"be rich\\\\\\" in finance. Being natural is the destination, not how you get there."}	1364279999
81	1	{"name":"Julian Treasure","quote":"We spend roughly 60 percent of our communication time listening, but we\\u2019re not very good at it. We retain just 25 percent of what we hear."}	1364280021
82	1	{"name":"Julian Treasure","quote":"We are losing our listening."}	1364280023
83	1	{"name":"Julian Treasure","quote":"I believe everyone needs to listen consciously in order to live fully."}	1364280023
84	1	{"name":"Julian Treasure","quote":"Everyday I\\u2019m going to listen to you as if it\\u2019s the first time."}	1364280024
85	1	{"name":"Brian Greene","quote":"You see we learned that our universe is not static that space is expanding and that that expansion is speeding up and that there might be other universes all by carefully examining faint pinpoints of starlight coming to us from distant galaxies. But because the expansion is speeding up in the very far future those galaxies will rush away so far and so fast that we won\\\\'t be able to see them not because of technological limitations but because of the laws of physics. The light those galaxies emit even traveling at the fastest speed, the speed of light, will not be able to overcome the ever widening gulf between us. So astronomers in the far future looking out into deep space will see nothing but an endless stretch of static inky black stillness and they will conclude that the Universe is static and unchanging and populated by a single central oasis of matter that they inhabit. A picture of the cosmos that we definitively know to be wrong. Know maybe those future astronomers will have records handed down from an earlier era, like ours, attesting to an expanding cosmos teeming with galaxies but would those future astronomers believe such ancient knowledge or would they believe in the black static empty Universe that their own state of the art observations reveal. I suspect the later. Which means that we are living through a remarkably privileged era. When certain deep truths about the cosmos are still within reach of the human spirit of exploration it appears that it may not always be that way. Because today\\\\'s astronomers by turning powerful telescopes to the sky have captured a handful of starkly informative photons a kind of cosmic telegram billions of years in transit and the message echoing across the ages is clear. Sometimes nature guards her secrets with the unbreakable grip of physical law. Sometimes the true nature of reality beckons from just beyond the horizon."}	1364280477
86	1	{"name":"Antoine de Saint-Exupery","quote":"If you want to build a ship, don\\\\'t drum up people together to collect wood and don\\\\'t assign them tasks and work, but rather teach them to long for the endless immensity of the sea."}	1364280489
87	1	{"name":"Neil deGrasse Tyson","quote":"Recognize that the very molecules that make up your body, the atoms that construct the molecules, are traceable to the crucibles that were once the centers of high mass stars that exploded their chemically rich guts into the galaxy, enriching pristine gas clouds with the chemistry of life. So that we are all connected to each other biologically, to the earth chemically and to the rest of the universe atomically. That\\u2019s kinda cool! That makes me smile and I actually feel quite large at the end of that. It\\u2019s not that we are better than the universe, we are part of the universe. We are in the universe and the universe is in us."}	1364280507
88	1	{"name":"Neil deGrasse Tyson","quote":"Where ignorance lurks, so too do the frontiers of discovery and imagination."}	1364280523
89	1	{"name":"Neil deGrasse Tyson","quote":"Again and again across the centuries, cosmic discoveries have demoted our self-image. Earth was once assumed to be astronomically unique, until astronomers learned that Earth is just another planet orbiting the Sun. Then we presumed the Sun was unique, until we learned that the countless stars of the night sky are suns themselves. Then we presumed our galaxy, the Milky Way, was the entire known universe, until we established that the countless fuzzy things in the sky are other galaxies, dotting the landscape of our known universe. Today, how easy it is to presume that one universe is all there is. Yet emerging theories of modern cosmology, as well as the continually reaffirmed improbability that anything is unique, require that we remain open to the latest assault on our plea for distinctiveness: multiple universes, otherwise known as the \\u201cmultiverse,\\u201d in which ours is just one of countless bubbles bursting forth from the fabric of the cosmos."}	1364280523
90	1	{"name":"Neil deGrasse Tyson","quote":"But you can\\u2019t be a scientist if you\\u2019re uncomfortable with ignorance, because scientists live at the boundary between what is known and unknown in the cosmos. This is very different from the way journalists portray us. So many articles begin, \\u201cScientists now have to go back to the drawing board.\\u201d It\\u2019s as though we\\u2019re sitting in our offices, feet up on our desks\\u2014masters of the universe\\u2014and suddenly say, \\u201cOops, somebody discovered something!\\u201d No. We\\u2019re always at the drawing board. If you\\u2019re not at the drawing board, you\\u2019re not making discoveries. You\\u2019re not a scientist; you\\u2019re something else. The public, on the other hand, seems to demand conclusive explanations as they leap without hesitation from statements of abject ignorance to statements of absolute certainty."}	1364280524
91	1	{"name":"Professor Brian Cox","quote":"As it [the Sun] begins to run out of fuel, its core will collapse, and the extra heat this generates will cause its outer layers to expand. In around a billion years time this will have a catastrophic effect on our fragile world. In 6 billion years our Sun will explode. The fate of the sun is the same as for all stars, one day they all must die and the cosmos will be plunged into eternal night. As the age of starlight ends, all but the dimmest flicker of light in the universe will go out. The faint glow of white-dwarfs will provide the only illumination in a dark and empty void, littered with dead stars and black holes. By this point the universe will be a hundred-trillion years old."}	1364280582
92	1	{"name":"Professor Brian Cox","quote":"[Black dwarves are] White dwarfs that have become so cold they barely emit any heat or light. Black dwarves are dark dense decaying balls of degenerate matter, little more than the ashes of stars. With the black dwarves gone, there won\\u2019t be a single atom of matter left. All that will remain of our once rich cosmos will be particles of light, and black holes. After an unimaginable length of time even the black holes will have evaporated and the universe will be nothing but a sea of photons gradually tending towards the same temperature \\u2026 absolute zero."}	1364280582
93	1	{"name":"Professor Brian Cox","quote":"The story of the universe finally comes to an end. For the first time in its life, the universe will be permanent and unchanging. Entropy finally stops increasing because the cosmos cannot get any more disordered. Nothing happens, and it keeps not happening, forever. It\\u2019s what\\u2019s known as the heat-death of the universe. An era when the cosmos will remain vast and cold and desolate for the rest of time \\u2026 the arrow of time has simply ceased to exist. It\\u2019s an inescapable fact of the universe written into the fundamental laws of physics, the entire cosmos will die."}	1364280583
94	1	{"name":"Professor Brian Cox","quote":"In this diamond there are 3 million billion billion carbon atoms. So this is a diamond size box of carbon atoms. And there\\\\'s the thing the Pauli exclusion principle still applies. So all the energy levels in all those 3 million billion billion atoms have to be slightly different in order to ensure that none of the electrons sit in precisely the same energy level. Pauli\\\\'s principle holds fast but it doesn\\\\'t stop with the diamond. See, you can think of the whole universe as a vast box of atoms with countless numbers of energy levels all filled by countless numbers of electrons. So here\\\\'s the amazing thing. The exclusion principle still applies so none of the electrons in the universe can sit in precisely the same energy level. But that must mean something very odd. See let me take this diamond and let me just heat it up a little bit between my hands just gently warming it up. I\\\\'m putting a bit of energy into it so I\\\\'m shifting the electrons around some of the electrons are jumping into different energy levels. But this shift in the configuration of the electrons inside the diamond has consequences because the sum total of all the electrons in the universe must respect Pauli. Therefore every electron around every atom in the universe must be shifting as I heat the diamond up to make sure that none of them end up in the same energy level. When I heat this diamond up all the electrons across the universe instantly but imperceptibly change their energy levels. So everything is connected to everything else."}	1364280583
96	1	{"name":"Arthur Schopenhauer","quote":"Everyone takes the limits of his own vision for the limits of the world."}	1364415931
